thomas_name,first_name,last_name,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,les
"Hartzler, Vicky",Vicky,Hartzler,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.091389112
"Hastings, Alcee",Alcee,Hastings,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.198009744
"Hastings, Doc",Doc,Hastings,3,2,3,3,0,16,15,14,4,2,0,0,0,0,6.642802238
"Heck, Denny",Denny,Heck,0,0,0,0,0,8,0,1,1,1,0,0,0,0,0.837358475
"Heck, Joseph",Joseph,Heck,0,0,0,0,0,14,3,5,5,2,1,1,1,0,2.725834846
"Hensarling, Jeb",Jeb,Hensarling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Herrera Beutler, Jaime",Jaime,Herrera Beutler,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0.595160127
"Higgins, Brian",Brian,Higgins,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.137083665
"Himes, James",James,Himes,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.137083665
"Hinojosa, Ruben",Ruben,Hinojosa,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.167546704
"Holding, George",George,Holding,0,0,0,0,0,6,3,3,2,1,0,0,0,0,1.456344724
"Holt, Rush",Rush,Holt,0,0,0,0,0,23,1,1,1,0,0,0,0,0,0.69647187
"Honda, Michael",Michael,Honda,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0.472177088
"Horsford, Steven",Steven,Horsford,0,0,0,0,0,11,3,0,0,0,1,0,0,0,0.479093939
"Hoyer, Steny",Steny,Hoyer,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0.864034534
"Hudson, Richard",Richard,Hudson,0,0,0,0,0,11,2,3,3,2,1,0,0,0,2.050586224
"Huelskamp, Tim",Tim,Huelskamp,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0.367274731
"Huffman, Jared",Jared,Huffman,0,0,0,0,0,13,2,2,2,0,0,0,0,0,0.890303552
"Huizenga, Bill",Bill,Huizenga,2,2,2,0,0,8,3,3,2,0,0,0,0,0,1.877415538
"Hultgren, Randy",Randy,Hultgren,1,1,1,1,0,10,1,3,2,0,0,0,0,0,1.562167287
"Hunter, Duncan",Duncan,Hunter,2,1,2,2,0,14,2,2,0,0,3,0,0,0,1.863164067
"Hurt, Robert",Robert,Hurt,1,1,1,1,0,8,2,2,1,0,0,0,0,0,1.391224623
"Israel, Steve",Steve,Israel,1,0,0,0,0,43,0,0,0,0,1,0,0,0,0.688464642
"Issa, Darrell",Darrell,Issa,2,2,2,0,0,31,17,17,9,3,3,2,2,1,7.589090824
"Jackson Lee, Sheila",Sheila,Jackson Lee,0,0,0,0,0,43,1,1,1,0,3,1,1,1,1.173909187
"Jeffries, Hakeem",Hakeem,Jeffries,0,0,0,0,0,15,2,2,2,1,0,0,0,0,1.392959714
"Jenkins, Lynn",Lynn,Jenkins,1,0,1,1,0,15,3,4,3,1,0,0,0,0,2.353831291
"Johnson, Bill",Bill,Johnson,0,0,0,0,0,15,7,6,3,2,2,2,2,1,3.030955076
"Johnson, Eddie",Eddie,Johnson,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.152315184
"Johnson, Henry",Henry,Johnson,0,0,0,0,0,13,2,2,1,0,1,0,0,0,0.747671664
"Johnson, Sam",Sam,Johnson,0,0,0,0,0,18,0,2,2,2,1,0,1,1,1.851327658
"Jolly, David",David,Jolly,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.091389112
"Jones, Walter",Walter,Jones,0,0,0,0,0,17,4,2,1,0,2,0,0,0,1.017311335
"Jordan, Jim",Jim,Jordan,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.076157592
"Joyce, David",David,Joyce,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0.304239362
"Kaptur, Marcy",Marcy,Kaptur,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0.407464027
"Keating, William",William,Keating,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.045694556
"Kelly, Robin",Robin,Kelly,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0.228472784
"Kelly, Mike",Mike,Kelly,1,1,1,0,0,10,1,1,0,0,0,0,0,0,0.784184337
"Kennedy, Joseph",Joseph,Kennedy,0,0,0,0,0,3,1,1,0,0,1,0,1,1,0.392310828
"Kildee, Daniel",Daniel,Kildee,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.152315184
"Kilmer, Derek",Derek,Kilmer,0,0,0,0,0,20,1,2,2,2,0,0,0,0,1.838476777
"Kind, Ron",Ron,Kind,0,0,0,0,0,22,1,1,0,0,3,0,0,0,0.54470104
"King, Peter",Peter,King,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0.417343616
"King, Steve",Steve,King,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0.270380348
"Kingston, Jack",Jack,Kingston,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0.350324929
"Kinzinger, Adam",Adam,Kinzinger,0,0,0,0,0,5,2,2,2,0,0,0,0,0,0.768451393
"Kirkpatrick, Ann",Ann,Kirkpatrick,0,0,0,0,0,17,2,2,2,1,1,1,1,1,1.590137005
"Kline, John",John,Kline,2,2,2,1,0,6,2,2,2,1,0,0,0,0,2.410033226
"Kuster, Ann",Ann,Kuster,0,0,0,0,0,10,0,0,0,0,1,1,1,1,0.31902948
"LaMalfa, Doug",Doug,LaMalfa,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0.422304511
"Labrador, Raul",Raul,Labrador,0,0,0,0,0,8,5,3,1,0,0,0,0,0,1.074603796
"Lamborn, Doug",Doug,Lamborn,0,0,0,0,0,12,4,4,2,1,2,0,1,1,1.897396445
"Lance, Leonard",Leonard,Lance,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.121852152
"Langevin, James",James,Langevin,0,0,0,0,0,16,1,1,1,0,0,0,0,0,0.589851201
"Lankford, James",James,Lankford,0,0,0,0,0,9,2,2,1,0,0,0,0,0,0.68369931
"Larsen, Rick",Rick,Larsen,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0.270380348
"Larson, John",John,Larson,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0.413709968
"Latham, Tom",Tom,Latham,3,2,3,2,1,12,0,0,0,0,0,0,0,0,2.798411369
"Latta, Robert",Robert,Latta,0,0,0,0,0,28,6,8,5,2,2,0,0,0,3.503434658
"Lee, Barbara",Barbara,Lee,0,0,0,0,0,33,1,1,1,0,0,0,0,0,0.848787069
"Levin, Sander",Sander,Levin,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0.091389112
"Lewis, John",John,Lewis,0,0,0,0,0,19,0,0,0,0,1,0,1,1,0.435546428
"Lipinski, Daniel",Daniel,Lipinski,0,0,0,0,0,11,0,1,1,0,3,2,2,2,0.652896285
"LoBiondo, Frank",Frank,LoBiondo,0,0,0,0,0,12,2,2,2,0,0,0,0,0,0.875072062
"Loebsack, David",David,Loebsack,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.137083665
"Lofgren, Zoe",Zoe,Lofgren,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0.246750608
"Long, Billy",Billy,Long,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0.407072991
"Lowenthal, Alan",Alan,Lowenthal,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.060926076
"Lowey, Nita",Nita,Lowey,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.167546704
"Lucas, Frank",Frank,Lucas,5,2,5,4,1,2,0,0,0,0,0,0,0,0,3.680275202
"Luetkemeyer, Blaine",Blaine,Luetkemeyer,0,0,0,0,0,22,5,6,3,1,0,0,0,0,2.344299793
"Lujan, Ben",Ben,Lujan,0,0,0,0,0,18,2,1,0,0,0,0,0,0,0.577469707
"Lujan Grisham, Michelle",Michelle,Lujan Grisham,0,0,0,0,0,17,2,2,1,0,0,0,0,0,0.80555141
"Lummis, Cynthia",Cynthia,Lummis,1,1,1,0,0,15,6,5,3,0,0,0,0,0,2.202085018
"Lynch, Stephen",Stephen,Lynch,0,0,0,0,0,18,2,2,1,0,0,0,0,0,0.820782959
"Maffei, Daniel",Daniel,Maffei,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0.288658172
"Maloney, Sean",Sean,Maloney,0,0,0,0,0,14,1,1,1,0,1,1,1,1,0.726102471
"Maloney, Carolyn",Carolyn,Maloney,0,0,0,0,0,39,1,2,2,1,2,1,1,1,1.825443149
"Marchant, Kenny",Kenny,Marchant,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.091389112
"Marino, Tom",Tom,Marino,0,0,0,0,0,13,4,2,2,0,0,0,0,0,1.095970869
"Markey, Edward",Edward,Markey,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0.486667931
"Massie, Thomas",Thomas,Massie,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.091389112
"Matheson, Jim",Jim,Matheson,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0.513693631
"Matsui, Doris",Doris,Matsui,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0.274167329
"McAllister, Vance",Vance,McAllister,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.076157592
"McCarthy, Carolyn",Carolyn,McCarthy,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.152315184
"McCarthy, Kevin",Kevin,McCarthy,0,0,0,0,0,8,5,4,1,1,0,0,0,0,1.644431829
"McCaul, Michael",Michael,McCaul,1,1,1,0,0,15,3,3,2,0,1,0,0,0,1.555682063
"McClintock, Tom",Tom,McClintock,1,1,1,1,0,7,5,5,1,1,1,1,1,1,2.52186799
"McCollum, Betty",Betty,McCollum,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0.194222748
"McDermott, Jim",Jim,McDermott,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0.502640128
"McGovern, James",James,McGovern,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0.094435416
"McHenry, Patrick",Patrick,McHenry,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0.60754168
"McIntyre, Mike",Mike,McIntyre,0,0,0,0,0,12,1,1,1,1,0,0,0,0,1.001118183
"McKeon, Howard",Howard,McKeon,2,2,2,2,0,5,0,1,1,0,1,1,1,1,1.931698918
"McKinley, David",David,McKinley,1,0,0,0,0,35,4,3,2,0,1,0,0,0,1.562208652
"McMorris Rodgers, Cathy",Cathy,McMorris Rodgers,1,1,1,1,1,12,0,0,0,0,0,0,0,0,1.849921227
"McNerney, Jerry",Jerry,McNerney,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0.368602753
"Meadows, Mark",Mark,Meadows,0,0,0,0,0,14,5,6,3,0,1,0,1,1,1.896402001
"Meehan, Patrick",Patrick,Meehan,0,0,0,0,0,10,3,5,5,2,0,0,0,0,2.621768713
"Meeks, Gregory",Gregory,Meeks,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0.227640375
"Meng, Grace",Grace,Meng,0,0,0,0,0,12,3,3,3,1,0,0,0,0,1.693412066
"Messer, Luke",Luke,Messer,0,0,0,0,0,9,1,2,2,0,0,0,0,0,0.726543844
"Mica, John",John,Mica,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.030463038
"Michaud, Michael",Michael,Michaud,0,0,0,0,0,22,5,3,1,0,0,0,0,0,1.287845016
"Miller, Candice",Candice,Miller,0,0,0,0,0,10,1,2,2,1,0,0,0,0,1.213968396
"Miller, Jeff",Jeff,Miller,1,1,1,1,0,23,14,10,7,1,2,0,2,2,5.273339272
"Miller, George",George,Miller,0,0,0,0,0,26,1,2,2,0,1,0,0,0,0.988525987
"Miller, Gary",Gary,Miller,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.137083665
"Moore, Gwen",Gwen,Moore,0,0,0,0,0,10,0,2,2,0,0,0,0,0,0.638941765
"Moran, James",James,Moran,0,0,0,0,0,15,0,1,1,0,0,0,0,0,0.471786052
"Mullin, Markwayne",Markwayne,Mullin,0,0,0,0,0,9,3,2,2,1,0,0,0,0,1.404404163
"Mulvaney, Mick",Mick,Mulvaney,0,0,0,0,0,9,2,2,0,0,0,0,0,0,0.538021088
"Murphy, Patrick",Patrick,Murphy,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0.350324929
"Murphy, Tim",Tim,Murphy,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0.342750937
"Nadler, Jerrold",Jerrold,Nadler,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0.304630369
"Napolitano, Grace",Grace,Napolitano,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0.163759708
"Neal, Richard",Richard,Neal,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.137083665
"Negrete McLeod, Gloria","McLeod, Gloria",Negrete McLeod,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0.224685788
"Neugebauer, Randy",Randy,Neugebauer,4,4,4,0,0,10,2,2,2,0,0,0,0,0,2.570210695
"Noem, Kristi",Kristi,Noem,0,0,0,0,0,16,1,2,2,1,0,0,0,0,1.305357575
"Nolan, Richard",Richard,Nolan,0,0,0,0,0,13,4,4,3,3,1,0,0,0,2.856544733
"Norcross, Donald",Donald,Norcross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norton, Eleanor",Eleanor,Norton,0,0,0,0,0,53,4,4,4,3,0,0,0,0,3.6084373
"Nugent, Richard",Richard,Nugent,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0.255148828
"Nunes, Devin",Devin,Nunes,0,0,0,0,0,9,1,1,1,1,0,0,0,0,0.955423653
"Nunnelee, Alan",Alan,Nunnelee,0,0,0,0,0,4,1,2,2,1,0,0,0,0,1.122579336
"O'Rourke, Beto",Beto,O'Rourke,0,0,0,0,0,13,2,1,0,0,0,0,0,0,0.501312077
"Olson, Pete",Pete,Olson,0,0,0,0,0,12,2,2,1,0,1,0,1,1,0.875541389
"Owens, William",William,Owens,0,0,0,0,0,14,0,0,0,0,1,1,1,0,0.256381303
"Palazzo, Steven",Steven,Palazzo,0,0,0,0,0,7,2,2,1,0,0,0,0,0,0.65323627
"Pallone, Frank",Frank,Pallone,0,0,0,0,0,17,1,1,1,1,0,0,0,0,1.077275753
"Pascrell, Bill",Bill,Pascrell,0,0,0,0,0,20,2,2,2,0,0,0,0,0,0.996924222
"Pastor, Ed",Ed,Pastor,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.015231519
"Paulsen, Erik",Erik,Paulsen,2,1,1,0,0,22,1,2,2,0,0,0,0,0,1.386417031
"Payne, Donald",Donald,Payne,0,0,0,0,0,11,1,1,1,0,1,1,1,1,0.680407941
"Pearce, Stevan",Stevan,Pearce,0,0,0,0,0,17,5,3,1,0,1,0,0,0,1.21473372
"Pelosi, Nancy",Nancy,Pelosi,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0.109666936
"Perlmutter, Ed",Ed,Perlmutter,1,0,0,0,0,6,0,1,1,1,0,0,0,0,0.837358475
"Perry, Scott",Scott,Perry,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0.452767551
"Peters, Scott",Scott,Peters,0,0,0,0,0,25,0,1,1,0,2,1,1,1,0.793861866
"Peters, Gary",Gary,Peters,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0.274167329
"Peterson, Collin",Collin,Peterson,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0.181945816
"Petri, Thomas",Thomas,Petri,0,0,0,0,0,16,1,1,1,0,1,0,0,0,0.592897534
"Pierluisi, Pedro",Pedro,Pierluisi,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.198009744
"Pingree, Chellie",Chellie,Pingree,0,0,0,0,0,8,2,2,2,0,0,0,0,0,0.814145982
"Pittenger, Robert",Robert,Pittenger,0,0,0,0,0,6,3,3,2,1,0,0,0,0,1.456344724
"Pitts, Joseph",Joseph,Pitts,2,1,2,1,1,12,3,4,3,1,0,0,0,0,3.683923244
"Pocan, Mark",Mark,Pocan,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.198009744
"Poe, Ted",Ted,Poe,1,0,0,0,0,36,1,1,1,0,0,0,0,0,0.924944639
"Polis, Jared",Jared,Polis,1,0,0,0,0,24,2,2,2,1,1,0,0,0,1.563552737
"Pompeo, Mike",Mike,Pompeo,0,0,0,0,0,9,2,2,2,1,0,0,0,0,1.301570535
"Posey, Bill",Bill,Posey,0,0,0,0,0,24,1,1,0,0,2,1,2,2,0.878887057
"Price, David",David,Price,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.152315184
"Price, Tom",Tom,Price,1,0,1,1,0,15,1,2,2,0,0,0,0,0,1.335022569
"Quigley, Mike",Mike,Quigley,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0.322320849
"Radel, Trey",Trey,Radel,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0.409922957
"Rahall, Nick",Nick,Rahall,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.121852152
"Rangel, Charles",Charles,Rangel,0,0,0,0,0,20,0,0,0,0,4,1,1,1,0.480483592
"Reed, Tom",Tom,Reed,1,1,1,1,0,27,1,1,1,0,2,2,2,2,1.813583374
"Reichert, David",David,Reichert,2,2,2,1,0,22,4,5,3,0,1,1,1,1,2.992509604
"Renacci, James",James,Renacci,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0.395628452
"Ribble, Reid",Reid,Ribble,0,0,0,0,0,12,1,1,0,0,1,1,1,1,0.549961209
"Rice, Tom",Tom,Rice,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0.431400448
"Richmond, Cedric",Cedric,Richmond,0,0,0,0,0,15,1,1,1,1,0,0,0,0,1.046812773
"Rigell, E.",E.,Rigell,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.045694556
"Roby, Martha",Martha,Roby,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0.407072991
"Roe, David",David,Roe,2,2,2,1,0,11,3,2,2,1,0,0,0,0,2.589024544
"Rogers, Harold",Harold,Rogers,4,0,4,4,3,2,1,2,2,1,0,0,0,0,5.99363327
"Rogers, Mike",Mike,Rogers,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0.148528188
"Rogers, Mike",Mike,Rogers,2,2,2,1,1,9,1,2,2,1,0,0,0,0,3.297280312
"Rohrabacher, Dana",Dana,Rohrabacher,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.106620632
"Rokita, Todd",Todd,Rokita,0,0,0,0,0,7,1,1,1,0,1,1,1,1,0.525043249
